SP_RX_RAll_A0	SP_RY_RAll_A0
2018.008	3
2026.95	3
2035.257	3
2045.97	3
2053.099	3
2061.847	3
2069.549	3
2080.975	3
2086.989	3
2095.634	3
2103.264	3
2113.586	3
2119.201	3
2127.18	3
2136.027	3
2143.308	3
2151.631	3
2158.205	3
2169.163	3
2177.147	3
2186.974	3
2195.131	3
2206.857	3
2213.99	3
2222.793	3
2232.465	3
2239.979	3
2246.388	3
2253.453	3
2261.068	3
2267.955	3
2279.198	3
2287.827	3
2296.176	3
2306.176	3
2314.533	3
2323.76	3
2332.265	3
2338.952	3
2347.346	3
2357.129	3
2366.823	3
2375.634	3
2383.558	3
2390.416	3
2398.444	3
2406.888	3
2413.788	3
2424.099	3
2432.782	3
2443.912	3
2451.833	3
2461.172	3
2470.289	3
2478.021	3
2487.464	3
2494.663	3
2501.798	3
2510.807	3
2518.585	3
2527.267	3
2535.579	3
2548.424	3
2558.453	3
2569.04	3
2580.222	3
2588.668	3
2598.273	3
2607.028	3
2615.622	3
2626.423	3
2636.692	3
2646.463	3
2657.095	3
2664.827	3
2674.546	3
2684.69	3
2694.479	3
2702.873	3
2710.487	3
2724.575	3
2734.853	3
2746.693	3
2757.703	3
2767.025	3
2781.111	3
2794.71	3
2807.918	3
2821.806	3
2835.1	3
2845.695	3
2858.065	3
2873.016	3
2888.564	3
2900.998	3
2912.219	3
2926.8	3
2941.84	3
2957.35	3
2973.75	3
2988.539	3
NAN	NAN
14.99585	4
74.59583	4
211.1286	4
258.5408	4
335.4527	4
374.2117	4
550.597	4
575.1965	4
621.5007	4
777.3463	4
792.8961	4
1318.493	4
1342.127	4
1381.294	4
1420.94	4
1476.636	4
1512.989	4
1546.637	4
1589.245	4
1610.492	4
1645.693	4
1681.67	4
1734.693	4
1764.158	4
1794.146	4
1809.056	4
1876.11	4
1915.41	4
1938.178	4
1982.919	4
2105.92	4
2182.832	4
2215.405	4
2262.639	4
2321.17	4
2420.302	4
2461.334	4
2561.705	4
2580.192	4
2598.049	4
2616.797	4
2642.972	4
2655.939	4
2712.472	4
2823.985	4
2856.927	4
2886.183	4
2937.205	4
2971.427	4
NAN	NAN
21.91808	5
55.56007	5
186.4356	5
251.0836	5
384.5534	5
410.8068	5
651.1542	5
686.7386	5
726.7458	5
799.8902	5
829.5452	5
876.9345	5
1309.367	5
1384.785	5
1408.646	5
1495.915	5
1514.842	5
1539.409	5
1601.693	5
1705.989	5
1725.704	5
1757.259	5
1834.549	5
1861.865	5
1879.565	5
1904.85	5
2016.921	5
2089.203	5
2163.335	5
2196.397	5
2215.806	5
2266.286	5
2299.364	5
2342.199	5
2370.105	5
2470.342	5
2507.474	5
2542.424	5
2575.281	5
2597.189	5
2618.635	5
2641.189	5
2677.415	5
2799.148	5
2834.31	5
2879.534	5
2923.562	5
NAN	NAN
67.46828	6
90.85452	6
121.8027	6
160.0801	6
200.3061	6
331.7663	6
354.9807	6
518.9987	6
587.1636	6
689.7453	6
737.3424	6
767.2076	6
831.7703	6
868.7094	6
1111.602	6
1160.343	6
1217.303	6
1280.721	6
1321.354	6
1391.112	6
1438.645	6
1527.307	6
1580.263	6
1665.292	6
1698.263	6
1751.731	6
1772.754	6
1896.416	6
1944.832	6
1982.61	6
2120.189	6
2147.052	6
2190.116	6
2271.558	6
2410.797	6
2458.86	6
2522.252	6
2556.625	6
2658.69	6
2674.855	6
2709.136	6
2828.91	6
2887.254	6
2907.431	6
2983.128	6
NAN	NAN
147.8333	7
169.1452	7
189.275	7
407.5872	7
455.043	7
502.2975	7
535.4402	7
552.5868	7
1137.527	7
1210.541	7
1256.065	7
1281.219	7
1307.423	7
1332.262	7
1372.627	7
1466.843	7
1691.687	7
1764.289	7
1772.816	7
1913.863	7
1932.046	7
1943.605	7
1974.783	7
1998.01	7
2020.531	7
2040.567	7
2077.295	7
2094.175	7
2263.704	7
2283.047	7
2304.434	7
2325.206	7
2352.903	7
2388.196	7
2410.299	7
2458.174	7
2523.423	7
2552.007	7
2580.486	7
2601.342	7
2627.535	7
2648.935	7
2667.198	7
2696.513	7
2722.557	7
2737.861	7
2765.8	7
2791.21	7
2830.171	7
2861.435	7
2909.846	7
2945.091	7
2974.02	7
NAN	NAN
252.799	8
276.19	8
387.1111	8
405.5124	8
564.8972	8
590.4113	8
674.8093	8
794.3924	8
895.6114	8
915.8272	8
976.0251	8
1020.465	8
1057.139	8
1107.546	8
1237.46	8
1282.598	8
1397.405	8
1750.5	8
1803.683	8
1845.316	8
1877.59	8
1944.071	8
1975.334	8
2127.847	8
2151.143	8
2436.208	8
2456.127	8
2480.557	8
2651.304	8
2676.63	8
2726.594	8
2834.707	8
2877.798	8
2905.024	8
NAN	NAN
163.2547	9
379.5916	9
423.9169	9
446.6752	9
493.6414	9
515.4922	9
603.8053	9
658.2837	9
674.6835	9
730.4526	9
1060.899	9
1117.315	9
1258.374	9
1289.438	9
1315.269	9
1338.112	9
1354.426	9
1374.427	9
1410.819	9
1436.078	9
1459.505	9
1496.047	9
1511.93	9
1547.189	9
1564.115	9
1594.03	9
1613.419	9
1629.615	9
1647.151	9
1659.955	9
1677.869	9
1688.133	9
1703.998	9
1721.628	9
1732.687	9
1743.301	9
1758.32	9
1771.066	9
1784.557	9
1796.954	9
1805.992	9
1819.5	9
1830.865	9
1842.65	9
1851.043	9
1864.576	9
1872.112	9
1884.524	9
1893.551	9
1903.198	9
1915.89	9
1923.859	9
1934.563	9
1943.946	9
1951.58	9
1959.076	9
1966.203	9
1974.878	9
1982.486	9
1992.821	9
1999.601	9
2006.957	9
2014.84	9
2021.96	9
2030.279	9
2037.372	9
2044.84	9
2052.664	9
2061.183	9
2070.214	9
2077.543	9
2083.919	9
2092.828	9
2100.129	9
2108.325	9
2117.953	9
2127.66	9
2134.553	9
2143.241	9
2152.78	9
2166.041	9
2175.362	9
2183.889	9
2192.357	9
2203.765	9
2210.625	9
2218.459	9
2226.971	9
2238.359	9
2245.791	9
2254.138	9
2263.066	9
2271.792	9
2282.253	9
2292.306	9
2302.182	9
2310.811	9
2318.752	9
2328.231	9
2338.634	9
2348.686	9
2360.216	9
2368.716	9
2379.001	9
2390.146	9
2400.297	9
2408.828	9
2419.57	9
2429.707	9
2441.184	9
2451.049	9
2458.821	9
2470.338	9
2481.824	9
2492.269	9
2500.205	9
2514.871	9
2525.377	9
2533.87	9
2544.031	9
2554.377	9
2572.794	9
2584.543	9
2596.49	9
2605.434	9
2614.73	9
2627.976	9
2637.675	9
2647.554	9
2656.529	9
2667.572	9
2674.828	9
2685.38	9
2693.962	9
2704.198	9
2716.651	9
2728.147	9
2742.905	9
2754.82	9
2771.567	9
2789.311	9
2803.04	9
2816.296	9
2825.51	9
2839.061	9
2850.046	9
2860.589	9
2871.936	9
2884.54	9
2900.96	9
2915.844	9
2935.016	9
2936.706	9
2954.437	9
2974.91	9
2991	9
NAN	NAN
35.02939	10
91.00647	10
126.0941	10
304.0863	10
325.3093	10
352.9862	10
375.2896	10
555.5079	10
613.1908	10
683.7782	10
766.3698	10
830.2039	10
886.2859	10
1291.995	10
1366.089	10
1392.017	10
1432.51	10
1538.318	10
1564.261	10
1602.177	10
1626.967	10
1668.635	10
1690.132	10
1708.735	10
1751.037	10
1835.792	10
1868.165	10
2019.687	10
2081.4	10
2147.828	10
2227.828	10
2262.049	10
2280.153	10
2307.227	10
2326.678	10
2351.603	10
2382.344	10
2417.838	10
2535.778	10
2575.634	10
2637.804	10
2756.707	10
2793.065	10
2811.941	10
2845.911	10
2879.844	10
2899.142	10
2944.708	10
2977.658	10
NAN	NAN
43.23657	11
137.9704	11
171.2747	11
402.4191	11
568.4912	11
611.8753	11
674.9002	11
727.2471	11
1304.705	11
1345.169	11
1384.875	11
1401.304	11
1445.547	11
1521.839	11
1567.809	11
1596.498	11
1632.769	11
1652.813	11
1689.07	11
1766.133	11
1908.528	11
1981.675	11
2152.055	11
2222.009	11
2249.571	11
2292.077	11
2307.482	11
2333.16	11
2372.885	11
2434.824	11
2515.318	11
2537.098	11
2591.418	11
2618.577	11
2676.768	11
2743.342	11
2792.372	11
2827.943	11
2886.133	11
NAN	NAN
121.9016	12
157.8831	12
192.7477	12
391.4213	12
415.8507	12
618.3723	12
700.8041	12
927.1904	12
945.3737	12
1179.495	12
1205.972	12
1224.103	12
1260.859	12
1359.62	12
1386.048	12
1454.272	12
1489.136	12
1586.641	12
1662.903	12
1846.461	12
1889.12	12
2032.792	12
2076.39	12
2106.909	12
2143.289	12
2156.287	12
2259.034	12
2301.798	12
2407.209	12
2451.083	12
2510.978	12
2536.461	12
2558.466	12
2601.855	12
2640.271	12
2677.708	12
2707.657	12
2872.037	12
2902.603	12
2929.096	12
NAN	NAN
72.66314	13
97.72105	13
158.546	13
189.5995	13
222.9444	13
323.0265	13
488.2981	13
605.2046	13
631.0684	13
691.238	13
746.2687	13
1240.333	13
1267.125	13
1492.959	13
1504.325	13
1597.097	13
1629.001	13
1680.025	13
1712.628	13
1771.38	13
1840.475	13
1953.561	13
2083.216	13
2147.027	13
2230.63	13
2268.809	13
2303.335	13
2463.786	13
2534.191	13
2565.514	13
2595.41	13
2628.989	13
2643.821	13
2673.795	13
2697.653	13
2722.39	13
2752.078	13
2809.394	13
2833.907	13
2867.776	13
2898.507	13
NAN	NAN
197.0969	14
302.1787	14
373.3321	14
448.7004	14
505.312	14
538.1894	14
616.2076	14
654.0998	14
893.986	14
1043.494	14
1235.981	14
1259.024	14
1274.545	14
1306.54	14
1334.132	14
1536.384	14
1557.837	14
1582.172	14
1604.543	14
1665.484	14
1692.241	14
1774.882	14
1810.727	14
1889.093	14
2020.132	14
2077.571	14
2141.334	14
2179.653	14
2222.566	14
2239.875	14
2269.597	14
2288.831	14
2298.352	14
2358.079	14
2384.905	14
2403.773	14
2435.365	14
2470.887	14
2491.371	14
2508.824	14
2553.282	14
2593.128	14
2642.68	14
2680.753	14
2702.699	14
2744.456	14
2770.495	14
2781.875	14
2818.222	14
2841.706	14
2865.256	14
2891.561	14
2915.6	14
2952.256	14
NAN	NAN
55.64642	15
85.54734	15
178.9392	15
224.93	15
255.0997	15
275.6998	15
453.5851	15
537.9449	15
719.6162	15
829.1533	15
844.6816	15
907.2262	15
1320.424	15
1436.611	15
1464.478	15
1486.977	15
1568.981	15
1591.339	15
1761.059	15
1841.656	15
1911.758	15
1965.663	15
2065.899	15
2102.102	15
2177.339	15
2209.242	15
2224.014	15
2244.796	15
2267.188	15
2303.507	15
2412.347	15
2454.598	15
2509.629	15
2537.927	15
2580.987	15
2648.32	15
2890.297	15
2923.694	15
NAN	NAN
12.75139	16
45.7683	16
100.9723	16
394.4815	16
411.1544	16
522.9871	16
575.9982	16
653.2623	16
803.1225	16
919.7077	16
947.3683	16
1036.138	16
1068.797	16
1098.733	16
1141.444	16
1291.52	16
1318.885	16
1373.538	16
1557.007	16
1581.946	16
1667.208	16
1704.381	16
1734.247	16
1809.444	16
1827.277	16
1850.777	16
2174.11	16
2204.478	16
2393.575	16
2548.3	16
2704.836	16
2719.259	16
2733.945	16
2762.842	16
2812.22	16
2947.997	16
2973.818	16
NAN	NAN
43.46959	17
76.9463	17
181.5747	17
212.8904	17
237.7296	17
281.9315	17
332.9128	17
662.4428	17
721.391	17
758.5021	17
1057.879	17
1217.331	17
1251.539	17
1272.312	17
1297.548	17
1315.026	17
1340.786	17
1372.376	17
1429.859	17
1510.301	17
1527.058	17
1610.693	17
1678.618	17
1703.227	17
1740.116	17
1868.841	17
1930.957	17
1975.387	17
1988.633	17
2027.828	17
2059.231	17
2132.047	17
2209.611	17
2232.145	17
2252.476	17
2273.615	17
2322.094	17
2359.616	17
2383.88	17
2425.309	17
2452.077	17
2483.893	17
2502.469	17
2593.316	17
2630.704	17
2647.429	17
2666.132	17
2682.41	17
2703.705	17
2742.416	17
2760.499	17
2812.63	17
2881.696	17
2910.339	17
2938.188	17
2952.347	17
2977.145	17
NAN	NAN
5.753907	18
39.53518	18
78.13306	18
248.9824	18
279.1002	18
359.9312	18
393.7235	18
768.0598	18
857.4547	18
911.1251	18
1262.998	18
1282.668	18
1547.958	18
1573.404	18
1607.863	18
1719.457	18
1851.445	18
1891.775	18
1926.105	18
1968.909	18
2115.074	18
2182.62	18
2267.451	18
2287.93	18
2367.747	18
2408.252	18
2435.192	18
2466.351	18
2552.869	18
2583.136	18
2602.536	18
2621.273	18
2666.665	18
2690.971	18
2728.319	18
2877.411	18
2941.153	18
NAN	NAN
49.38815	19
171.7626	19
300.6711	19
353.9536	19
457.2779	19
594.1793	19
614.5528	19
630.8523	19
1087.814	19
1126.799	19
1234.732	19
1350.999	19
1401.065	19
1657.081	19
1696.15	19
1717.925	19
1826.103	19
1888.081	19
1936.385	19
1960.886	19
1985.406	19
2179.439	19
2224.981	19
2249.626	19
2429.136	19
2560.75	19
2610.462	19
2624.691	19
2675.063	19
2749.431	19
2873.816	19
NAN	NAN
260.1067	20
379.2457	20
406.4095	20
469.3355	20
905.6777	20
1150.323	20
1455.052	20
1504.932	20
1528.781	20
1553.435	20
1650.749	20
1707.152	20
1862.062	20
1889.627	20
1968.503	20
2080.763	20
2193.448	20
2227.372	20
2256.085	20
2296.133	20
2437.317	20
2473.019	20
2490.038	20
2621.738	20
2675.666	20
2747.249	20
2777.787	20
2900.517	20
2964.056	20
NAN	NAN
137.7174	21
166.5381	21
207.1629	21
274.9102	21
293.0106	21
505.1188	21
528.098	21
552.325	21
758.1575	21
924.6755	21
949.9565	21
993.1038	21
1192.626	21
1236.823	21
1373.512	21
1420.708	21
1467.031	21
1552.23	21
1585.225	21
1607.997	21
1635.391	21
1673.825	21
1686.552	21
1708.869	21
1734.719	21
1766.558	21
1881.543	21
1907.917	21
1992.968	21
2279.556	21
2305.416	21
2320.43	21
2341.509	21
2370.041	21
2543.235	21
2586.606	21
2654.599	21
2697.169	21
2724.636	21
2779.342	21
2801.263	21
2819.093	21
2839.084	21
2864.114	21
2901.542	21
2962.527	21
NAN	NAN
5.904032	22
307.6196	22
319.826	22
443.4528	22
819.1458	22
837.5211	22
993.3914	22
1390.56	22
1516.487	22
1527.844	22
1558.224	22
1645.914	22
1697.678	22
1872.234	22
1898.237	22
1917.286	22
2095.913	22
2120.289	22
2292.806	22
2424.413	22
2446.077	22
2464.261	22
2490.556	22
2517.583	22
2535.194	22
2601.96	22
2633.997	22
2662.765	22
2701.138	22
2811.02	22
2852.883	22
2966.72	22
2991.807	22
NAN	NAN
140.8727	23
163.4969	23
191.438	23
241.4715	23
264.6139	23
579.6812	23
684.5266	23
1207.393	23
1240.458	23
1276.586	23
1291.564	23
1314.259	23
1337.051	23
1369.879	23
1438.662	23
1474.282	23
1508.64	23
1561.405	23
1611.303	23
1634.015	23
1652.892	23
1672.275	23
1683.799	23
1699.424	23
1713.647	23
1724.373	23
1739.174	23
1754.175	23
1764.258	23
1785.539	23
1803.819	23
1816.354	23
1830.85	23
1841.05	23
1851.919	23
1864.3	23
1878.977	23
1891.084	23
1903.315	23
1914.851	23
1923.648	23
1933.065	23
1942.642	23
1953.145	23
1962.682	23
1970.302	23
1979.886	23
1988.855	23
1996.755	23
2007.215	23
2015.128	23
2024.708	23
2034.319	23
2045.495	23
2054.605	23
2064.869	23
2076.308	23
2085.204	23
2092.622	23
2101.198	23
2111.652	23
2120.606	23
2129.616	23
2139.85	23
2151.5	23
2160.714	23
2171.062	23
2182.654	23
2193.177	23
2200.384	23
2211.007	23
2221.213	23
2228.672	23
2238.067	23
2247.667	23
2256.905	23
2269.432	23
2279.057	23
2295.528	23
2305.179	23
2314.941	23
2328.297	23
2339.308	23
2348.971	23
2360.565	23
2372.084	23
2382.308	23
2392.122	23
2398.443	23
2405.18	23
2413.821	23
2423.039	23
2434.73	23
2445.402	23
2455.62	23
2468.002	23
2477.368	23
2484.577	23
2495.251	23
2507.266	23
2517.475	23
2529.503	23
2540.901	23
2555.306	23
2567.574	23
2577.414	23
2590.287	23
2597.548	23
2608.465	23
2617.591	23
2627.842	23
2638.813	23
2648.115	23
2659.483	23
2668.368	23
2678.515	23
2688.18	23
2698.612	23
2708.659	23
2721.708	23
2735.791	23
2746.529	23
2758.591	23
2768.046	23
2782.226	23
2796.993	23
2811.807	23
2825.094	23
2836.328	23
2850.178	23
2866.017	23
2876.963	23
2891.618	23
2905.05	23
2916.206	23
2931.65	23
2941.739	23
2960.725	23
2978.53	23
NAN	NAN
177.0551	24
260.1007	24
453.5954	24
603.9773	24
729.5869	24
770.7221	24
794.9536	24
815.5422	24
880.8947	24
1034.017	24
1092.177	24
1132.464	24
1263.459	24
1309.913	24
1349.845	24
1382.022	24
1545.208	24
1686.09	24
1721.311	24
1948.734	24
1994.578	24
2072.669	24
2428.496	24
2497.768	24
2577.153	24
2601.484	24
2666.615	24
2732.491	24
2887.307	24
2935.854	24
2961.877	24
NAN	NAN
19.58747	25
50.77084	25
74.86943	25
108.0905	25
124.0434	25
714.3807	25
805.0302	25
832.4041	25
864.4343	25
1092.502	25
1184.526	25
1207.974	25
1377.566	25
1436.063	25
1492.682	25
1584.286	25
1665.284	25
1702.156	25
1738.523	25
1764.418	25
1894.735	25
1938.407	25
1985.909	25
2103.425	25
2151.485	25
2178.46	25
2266.587	25
2310.543	25
2363.712	25
2387.916	25
2438.566	25
2509.603	25
2605.462	25
2639.524	25
2659.275	25
2712.898	25
2765.803	25
2812.432	25
2851.617	25
2983.911	25
NAN	NAN
142.6709	26
180.9549	26
225.4184	26
285.8917	26
533.3033	26
885.6726	26
904.4504	26
1075.544	26
1291.349	26
1331.699	26
1414.232	26
1460.818	26
1481.439	26
1791.563	26
1884.016	26
1994.531	26
2006.862	26
2045.914	26
2103.477	26
2128.454	26
2164.484	26
2369.319	26
2396.606	26
2421.045	26
2449.471	26
2550.063	26
2769.375	26
2783.907	26
2897.947	26
2992.566	26
NAN	NAN
9.201626	27
126.5872	27
297.5008	27
720.2971	27
1226.611	27
1252.787	27
1277.098	27
1318.701	27
1334.901	27
1389.837	27
1461.871	27
1476.779	27
1498.137	27
1520.051	27
1556.146	27
1589.808	27
1609.541	27
1626.181	27
1643.577	27
1666.62	27
1694.838	27
1711.256	27
1728.032	27
1745.066	27
1752.202	27
1765.567	27
1779.226	27
1790.896	27
1807.533	27
1821.113	27
1835.542	27
1850.02	27
1862.025	27
1874.644	27
1885.091	27
1896.328	27
1905.055	27
1917.641	27
1926.607	27
1939.199	27
1949.118	27
1958.147	27
1968.092	27
1977.935	27
1986.35	27
1996.612	27
2006.233	27
2018.746	27
2028.541	27
2038.83	27
2050.621	27
2062.438	27
2073.363	27
2082.667	27
2091.896	27
2101.859	27
2114.409	27
2126.156	27
2135.571	27
2146.433	27
2155.848	27
2165.228	27
2175.516	27
2183.635	27
2194.571	27
2203.059	27
2213.781	27
2224.648	27
2233.893	27
2242.728	27
2253.237	27
2267.956	27
2281.479	27
2292.199	27
2303.532	27
2313.797	27
2325.576	27
2332.973	27
2345.829	27
2355.096	27
2366.789	27
2373.017	27
2386.909	27
2399.093	27
2409.143	27
2423.553	27
2440.956	27
2451.341	27
2466.867	27
2483.461	27
2499.51	27
2510.876	27
2526.055	27
2540.846	27
2550.35	27
2564.341	27
2577.135	27
2600.36	27
2609.047	27
2618.701	27
2630.094	27
2642.517	27
2654.39	27
2668.819	27
2684.969	27
2696.364	27
2707.978	27
2719.683	27
2733.158	27
2742.158	27
2755.934	27
2768.298	27
2783.696	27
2799.711	27
2816.32	27
2830.108	27
2847.96	27
2873.247	27
2899.107	27
2917.216	27
2931.122	27
2950.016	27
2967.161	27
2988.232	27
NAN	NAN
31.34718	28
92.16454	28
241.3356	28
268.0915	28
317.5524	28
350.0458	28
433.6078	28
740.0751	28
823.8926	28
923.1097	28
1318.896	28
1340.633	28
1375.377	28
1397.159	28
1440.842	28
1474.756	28
1488.995	28
1529.001	28
1679.555	28
1727.467	28
1834.23	28
1915.427	28
1959.686	28
1999.428	28
2045.864	28
2080.962	28
2111.823	28
2171.137	28
2219.379	28
2341.18	28
2396.635	28
2413.297	28
2444.691	28
2495.716	28
2543.494	28
2578.786	28
2642.378	28
2687.414	28
2750.911	28
2779.438	28
2794.863	28
2813.931	28
2829.086	28
NAN	NAN
275.4592	29
397.0998	29
508.0537	29
622.7897	29
840.6642	29
1481.067	29
1542.651	29
1628.895	29
1716.598	29
1803.119	29
1852.192	29
1969.145	29
1993.357	29
2027.881	29
2051.891	29
2073.399	29
2104.545	29
2176.03	29
2210.769	29
2246.128	29
2318.643	29
2388.14	29
2401.786	29
2437.32	29
2524.34	29
2545.617	29
2617.507	29
2650.68	29
2684.456	29
2697.388	29
2720.814	29
2762.072	29
2804.413	29
2867.359	29
2887.86	29
2920.874	29
2976.275	29
NAN	NAN
28.50149	30
69.46986	30
259.6917	30
279.1615	30
551.7382	30
790.6477	30
818.3884	30
852.3476	30
876.4431	30
909.1794	30
945.0842	30
1051.411	30
1436.912	30
1597.634	30
1648.591	30
1685.371	30
1704.013	30
1720.918	30
1784.109	30
1878.615	30
2011.957	30
2118.599	30
2363.025	30
2396.645	30
2418.914	30
2473.756	30
2508.939	30
2544.111	30
2631.298	30
2647.401	30
2698.711	30
2714.826	30
2739.852	30
2804.592	30
2825.818	30
2847.895	30
2862.76	30
2896.093	30
2915.732	30
NAN	NAN
162.3098	31
218.5839	31
275.2187	31
299.5562	31
491.8195	31
535.739	31
555.4478	31
623.1525	31
663.8599	31
729.0766	31
773.0292	31
1034.961	31
1214.023	31
1297.909	31
1337.131	31
1432.978	31
1446.84	31
1499.612	31
1613.581	31
1635.907	31
1657.798	31
1705.772	31
1785.529	31
1867.48	31
2116.664	31
2148.373	31
2216.003	31
2244.936	31
2287.094	31
2309.717	31
2341.721	31
2497.817	31
2530.856	31
2556.421	31
2573.554	31
2621.739	31
2647.164	31
2663.922	31
2691.181	31
2750.507	31
2772.681	31
2813.381	31
2858.229	31
2905.744	31
2941.878	31
2980.747	31
NAN	NAN
